product,complaint_what_happened,date_sent_to_company,issue,sub_product,zip_code,tags,has_narrative,complaint_id,timely,consumer_consent_provided,company_response,submitted_via,company,date_received,state,consumer_disputed,company_public_response,sub_issue
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Improper use of your report,Credit reporting,31533,Servicemember,False,9999933,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,30034,,False,9999932,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Debt collection,,2024-09-01T12:00:00-05:00,Attempts to collect debt not owed,Credit card debt,32080,,False,9999931,Yes,Consent not provided,Closed with explanation,Web,ENCORE CAPITAL GROUP INC.,2024-09-01T12:00:00-05:00,FL,N/A,,Debt was result of identity theft
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Improper use of your report,Credit reporting,70094,,False,9999930,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,LA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Credit inquiries on your report that you don't recognize
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,33428,,False,9999928,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,89086,,False,9999927,Yes,Consent not provided,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,NV,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report
Debt collection,,2024-08-25T12:00:00-05:00,Written notification about debt,Credit card debt,77373,,False,9999926,Yes,Consent not provided,Closed with explanation,Web,Kikoff Inc.,2024-08-25T12:00:00-05:00,TX,N/A,,Didn't receive enough information to verify debt
Credit reporting or other personal consumer reports,,2024-08-27T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,33173,,False,9999925,Yes,Consent not provided,Closed with non-monetary relief,Web,DISCOVER BANK,2024-08-27T12:00:00-05:00,FL,N/A,,Investigation took more than 30 days
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,19012,,False,9999924,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,PA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,89086,,False,9999923,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,NV,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,19124,,False,9999922,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,PA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account information incorrect
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,60649,,False,9999921,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,IL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,30034,,False,9999920,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Public record information inaccurate
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,32832,,False,9999919,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,33169,,False,9999918,Yes,,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,"I recently received a copy of my credit report, and I noticed some accounts on my consumer report that should not be on there. Please help me to validate the misreporting on my credit report and remove the inaccurate information found in my credit file.",2024-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,46226,,True,9999917,Yes,Consent provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,IN,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Improper use of your report,Credit reporting,29680,,False,9999916,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,SC,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Credit reporting or other personal consumer reports,"I am XXXX XXXX, and Im submitting this complaint myself and there is no third party involved. I attached letters to let you know more in detail about what they are reporting in my credit report. They reported inaccurate information in my credit report with inconsistent and untimely dates reported across the three Bureaus, XXXX, Experian, and XXXX.",2024-09-01T12:00:00-05:00,Incorrect information on your report,Credit reporting,48219,,True,9999915,Yes,Consent provided,Closed with non-monetary relief,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,MI,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account information incorrect
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Improper use of your report,Credit reporting,33442,,False,9999914,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Improper use of your report,Credit reporting,33613,,False,9999913,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Credit inquiries on your report that you don't recognize
Credit reporting or other personal consumer reports,,2024-09-01T12:00:00-05:00,Improper use of your report,Credit reporting,63043,,False,9999912,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,MO,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Credit reporting or other personal consumer reports,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 

XXXX : XXXXXXXX XXXX XXXX : XXXX XXXX XXXX : XXXX XXXX XXXX XXXX XXXX XXXX : XXXX XXXX XXXX XXXX : XXXX XXXX : XXXX XXXX XXXX XXXX : XXXX XXXX  XXXX XXXX XXXX XXXX : XXXX XXXX : XXXX XXXX XXXX XXXX  : XXXXXXXX XXXX XXXX  : XXXX XXXX  XXXX XXXX XXXX XXXX XXXX : XXXX, has violated my rights. 


15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It states a consumer reporting agency can not furnish a account without my written instructions.

15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years.

15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",2024-09-01T12:00:00-05:00,Improper use of your report,Credit reporting,08060,,True,9999911,Yes,Consent provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-01T12:00:00-05:00,NJ,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,11356,,False,9999910,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,NY,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Debt collection,,2024-09-02T12:00:00-05:00,Written notification about debt,Other debt,66216,,False,9999909,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,KS,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Notification didn't disclose it was an attempt to collect a debt
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,33169,,False,9999908,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Investigation took more than 30 days
Credit reporting or other personal consumer reports,"Recently i did an investigation on my credit report which caused severe XXXX upon me and found unverifiable, invalidated, inaccurate, and questionable items that your agency didn't make sure was reporting 100 % correct. Under 15 U.S. Code 1681e ( b ) ( b ) Accuracy of report Whenever a consumer reporting agency prepares a consumer report it shall follow reasonable procedures to assure maximum possible accuracy of the information concerning the individual about whom the report relates. I know that Under 15 U.S. Code 1681i ( 5 ) Treatment of inaccurate or unverifiable information ( A ) In general If, after any reinvestigation under paragraph ( 1 ) of any information disputed by a consumer, an item of the information is found to be inaccurate or incomplete or can not be verified, the consumer reporting agency shall ( i ) promptly delete that item of information from the file of the consumer, or modify that item of information, as appropriate, based on the results of the reinvestigation ; and ( ii ) promptly notify the furnisher of that information that the information has been modified or deleted from the file of the consumer. if you are unable to provide me a copy of verifiable proof within 15 days after your investigation, you must remove the accounts and or the information listed below. 

In violation of the Fair Debt Collection Practices Act. I do not know any of the alleged creditors and debt c

ollectors. I never sat across a table from any of the alleged creditors and debt collectors and never entered into a contract with any receiving a meeting of the minds. No valid contracts exist. All allege contracts are completely fraudulent an the attempt to enforce a fraudulent contract is unlawful due to the contract being created through the illegal activity of identity theft and power of attorney fraud. Please show good faith in this matter by expediting the securing of the alleged information listed on your sight in order to avoid me receiving further injury, damages, and losses due to me being a victim of identity theft. 

The Fair Billing Practices Act is intended to secure my right to privacy and my privacy has been breach so that's violate my rights under The Privacy Act of 1974 :, I am sure the removal of my information from your website will ensure my privacy rights won't be violated again due to my lack of consent.",2024-09-02T12:00:00-05:00,Improper use of your report,Credit reporting,07644,,True,9999907,Yes,Consent provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,NJ,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Credit reporting or other personal consumer reports,These inquiries are a result of identity theft I have filed police report and ftc report when I noticed.i provided documentation to credit bureau and they still have not removed. I was a bit Im of identity theft,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,28262,,True,9999906,Yes,Consent provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,NC,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,30053,,False,9999905,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,34221,,False,9999904,Yes,Other,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,FL,N/A,,Credit inquiries on your report that you don't recognize
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,29571,,False,9999903,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,SC,N/A,,Account information incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,73149,,False,9999902,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,OK,N/A,,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,29229,,False,9999901,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,SC,N/A,,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,43220,,False,9999900,Yes,,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,OH,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Bank account or service,,2013-11-18T12:00:00-05:00,Deposits and withdrawals,Checking account,94605,Older American,False,99999,Yes,N/A,Closed with explanation,Phone,WELLS FARGO & COMPANY,2012-06-12T12:00:00-05:00,CA,No,,
Credit card,,2024-09-03T12:00:00-05:00,Incorrect information on your report,General-purpose credit card or charge card,79749,,False,9999899,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,TX,N/A,,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,28027,,False,9999898,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,NC,N/A,,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Improper use of your report,Credit reporting,95242,,False,9999897,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,CA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,77072,,False,9999896,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,TX,N/A,,Personal information incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,30349,Servicemember,False,9999895,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,GA,N/A,,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,85037,,False,9999894,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,AZ,N/A,,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,45246,,False,9999893,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,OH,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,Ive call Equifax serval times about my credit report and score when I login to Equifax it tells me to call and give the Agent the code blnk number have done this and was told it would be fix but was never fix this been going on for over a month and its hurt me from obtaining my correct information and score,2024-09-03T12:00:00-05:00,Unable to get your credit report or credit score,Credit reporting,07108,,True,9999892,Yes,Consent provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,NJ,N/A,,Other problem getting your report or credit score
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,33132,,False,9999891,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,FL,N/A,,Personal information incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,53224,,False,9999890,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,WI,N/A,,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,33138,,False,9999889,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,FL,N/A,,Personal information incorrect
Credit reporting or other personal consumer reports,My credit reports are inaccurate. These inaccuracies are causing creditors to deny me credit. You have the duty to report accurate information about consumers. Please investigate these accounts and inquires and update these accounts accordingly to avoid future litigation.,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,28304,,True,9999888,Yes,Consent provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,NC,N/A,,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,63104,,False,9999887,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,MO,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Investigation took more than 30 days
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,32221,,False,9999886,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,FL,N/A,,Old information reappears or never goes away
Credit reporting or other personal consumer reports,"Im reaching out for your help regarding the incorrect account listed on my credit report. This situation has damaged my reputation, and I urgently need your help. The way youve handled my credit report has left me struggling, as the inaccurate information has seriously tarnished my reputation. Its crucial that these errors are corrected so I can move forward with my family.",2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,63130,,True,9999885,Yes,Consent provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,MO,N/A,,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,60490,,False,9999884,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,IL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Investigation took more than 30 days
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,33060,,False,9999997,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-03T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,33060,,False,9999996,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,FL,N/A,,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,89014,,False,9999995,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,NV,N/A,,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,99224,,False,9999994,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,WA,N/A,,Credit inquiries on your report that you don't recognize
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,30349,,False,9999989,Yes,Consent not provided,Closed with explanation,Web,Lendmark Financial Services,2024-09-03T12:00:00-05:00,GA,N/A,,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,70805,,False,9999988,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,LA,N/A,,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,44117,,False,9999986,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,OH,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Credit inquiries on your report that you don't recognize
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,76123,,False,9999985,Yes,,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,TX,N/A,,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,11368,,False,9999984,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-03T12:00:00-05:00,NY,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit card,"Chae bank called me about a fraudulent case application. They gave me a case number XXXX, tranferred me CFPB. During the call, long silent when agent said is looking at the report, then cut off. No call back was done.",2024-09-03T12:00:00-05:00,Getting a credit card,General-purpose credit card or charge card,01923,,True,9999983,Yes,Consent provided,Closed with explanation,Web,JPMORGAN CHASE & CO.,2024-09-03T12:00:00-05:00,MA,N/A,,Card opened without my consent or knowledge
Credit reporting or other personal consumer reports,"The inclusion of these unauthorized accounts and inquiries has caused considerable stress and concern regarding my financial well-being. It is imperative that my credit report accurately reflects my financial history and activities. Therefore, I request an immediate investigation into these inaccuracies and the prompt removal of the following unauthorized accounts and inquiries : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,77064,,True,9999982,Yes,Consent provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,TX,N/A,,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,30331,,False,9999981,Yes,Consent not provided,Closed with explanation,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-03T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account information incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,33138,,False,9999980,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,07202,,False,9999979,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,NJ,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,30349,,False,9999978,No,Consent not provided,Closed with explanation,Web,"Spring Oaks Capital, LLC",2024-09-03T12:00:00-05:00,GA,N/A,,Information belongs to someone else
Credit reporting or other personal consumer reports,"I respectfully seek your comprehension regarding the late remarks on my report, and I am fully dedicated to resolving them as per our agreement. My goal is to eliminate all the late remarks from my report, and I am enthusiastic about upholding a favorable record with your organization.",2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,19138,,True,9999977,Yes,Consent provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,PA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,21216,,False,9999976,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,MD,N/A,,Information belongs to someone else
Debt collection,"Upon reviewing my credit report, I identified multiple accounts that appear to be fraudulent and were added without my consent.",2024-09-03T12:00:00-05:00,Attempts to collect debt not owed,I do not know,29063,,True,9999975,Yes,Consent provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,SC,N/A,,Debt is not yours
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,30339,,False,9999972,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,48075,,False,9999971,Yes,,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,MI,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Debt collection,sent letters to aargon agency asking for validation of debt after the 30 day mark I didn't know the account had been sent to them the original account was with XXXXXXXX XXXX neither company never notified me see previous complaint with cfpb XXXX aargon replied the debt is verified when I never received anything in the mail from them I want proof these things were sent to me I have the right by law 15 u.s.c. 1681i I have filed a complaint with the ftc and if this is not resolved I will be contacting an attorney aargon has no proof these documents were sent to me ... .also the dates in aargons cfpb response don't match up with what is on my credit report..,2024-09-09T12:00:00-05:00,Written notification about debt,Other debt,480XX,Servicemember,True,9999970,Yes,Consent provided,Closed with explanation,Web,"Aargon Agency, Inc.",2024-09-03T12:00:00-05:00,MI,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Didn't receive notice of right to dispute
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,21206,,False,9999969,Yes,Consent not provided,Closed with explanation,Web,Experian Information Solutions Inc.,2024-09-03T12:00:00-05:00,MD,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,29588,,False,9999967,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,SC,N/A,,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,35806,,False,9999966,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,AL,N/A,,Information belongs to someone else
